com.samsung.health.nutrition,6307003,6
magnesium,potassium,create_sh_ver,vitamin_a,vitamin_c,vitamin_d,vitamin_e,vitamin_k,cholesterol,vitamin_b12,start_time,biotin,phosphorus,copper,custom,thiamin,folate,iodine,niacin,sodium,molybdenum,folic_acid,modify_sh_ver,dietary_fiber,total_fat,update_time,create_time,meal_type,caffeine,monosaturated_fat,protein,manganese,polysaturated_fat,iron,zinc,riboflavin,sugar,title,added_sugar,calories_from_fat,calcium,calorie,time_offset,deviceuuid,polyunsaturated_fat,saturated_fat,trans_fat,pkg_name,selenium,vitamin_b6,carbohydrate,unsaturated_fat,chloride,pantothenic_acid,datauuid,chromium
,260.0,62660010,0.0,0.0,0.0,,,157.5,,2024-05-12 04:19:19.664,,,,,,,,,1935.0,,,62660010,4.0,47.0,2024-05-12 04:19:19.666,2024-05-12 04:18:58.084,100003,,1.0,53.0,,2.0,1.6,,,9.5,Dinner,6.5,,0.7,915.0,UTC-0700,3sHRV5oxWU,,17.0,0.0,com.sec.android.app.shealth,,,79.5,,,,9dd86c33-b438-41fc-b3fb-4c29a7433669,,
,385.8,62660010,0.0,0.0,0.0,,,20.0,,2024-05-12 04:19:57.536,,,,,,,,,188.0,,,62660010,0.7,10.3,2024-05-12 04:19:57.538,2024-05-12 04:19:37.347,100006,,2.8,8.7,,0.7,2.9,,,12.0,Evening snack,0.0,,0.2,223.0,UTC-0700,3sHRV5oxWU,,4.6,0.0,com.sec.android.app.shealth,,,25.1,,,,969274e7-0cf8-42eb-b637-7a62a0774e21,,
,720.0,62670070,4.7,13.6,0.0,,,10.0,,2024-07-17 20:21:52.782,,,,,,,,,212.0,,,62670070,5.6,6.2,2024-07-17 20:21:52.783,2024-07-17 20:21:22.491,100001,,0.0,10.9,,0.0,2.0,,,27.4,Breakfast,0.0,,0.8,226.0,UTC-0700,3sHRV5oxWU,,1.5,0.0,com.sec.android.app.shealth,,,35.4,,,,4113c48e-d2a3-4429-ac2c-0addcbe9b6c3,,
,28.0,62670070,0.1,0.0,0.0,,,36.0,,2024-08-04 01:18:20.534,,,,,,,,,616.0,,,62670070,1.0,13.0,2024-08-04 01:18:20.536,2024-08-04 01:18:20.536,100001,,0.9,12.8,,0.2,0.3,,,5.0,Breakfast,0.0,,0.0,377.0,UTC-0700,3sHRV5oxWU,,6.6,0.0,com.sec.android.app.shealth,,,52.0,,,,3dfe62b3-0515-43be-88a5-53e1d688073e,,
,0.0,62670070,0.0,0.0,0.0,,,0.0,,2024-08-04 01:18:47.813,,,,,,,,,1620.0,,,62670070,4.0,22.0,2024-08-04 01:18:47.815,2024-08-04 01:18:47.815,100002,,0.0,74.0,,0.0,0.0,,,4.0,Lunch,0.0,,0.0,820.0,UTC-0700,3sHRV5oxWU,,7.0,0.0,com.sec.android.app.shealth,,,90.0,,,,5cd7f593-fb43-4187-b857-23c7e4d44d2b,,
,35.0,62670070,0.0,0.0,0.0,,,40.0,,2024-08-05 16:47:30.289,,,,,,,,,810.0,,,62670070,2.0,13.0,2024-08-05 16:47:30.290,2024-08-05 16:46:59.842,100001,,0.0,12.0,,0.0,0.0,,,13.0,Breakfast,0.0,,0.0,400.0,UTC-0700,3sHRV5oxWU,,7.0,0.0,com.sec.android.app.shealth,,,68.0,,,,a3e30d98-fdf5-4725-9db5-2dcff3deea99,,
,0.0,62670070,0.0,0.0,0.0,,,80.0,,2024-08-08 04:13:48.772,,,,,,,,,3380.0,,,62670070,6.0,58.0,2024-08-08 04:13:48.774,2024-08-08 04:13:48.774,100003,,0.0,28.0,,0.0,0.0,,,10.0,Dinner,0.0,,0.0,1020.0,UTC-0700,3sHRV5oxWU,,20.0,1.0,com.sec.android.app.shealth,,,98.0,,,,b23cb8aa-eca2-46c1-87fb-0fb5a9bc6a64,,
,0.0,62670070,0.0,0.0,0.0,,,0.0,,2024-08-10 01:00:00.000,,,,,,,,,65.0,,,62670070,0.0,0.0,2024-08-10 22:29:30.567,2024-08-10 22:29:30.567,100003,,0.0,0.0,,0.0,0.0,,,38.0,Dinner,38.0,,0.0,140.0,UTC-0700,3sHRV5oxWU,,0.0,0.0,com.sec.android.app.shealth,,,38.0,,,,a490b67e-b8a9-4ebb-b8c7-e7233514fa92,,
,166.0,62670070,3.7,29.6,0.0,,,0.0,,2024-08-09 15:00:00.000,,,,,,,,,2.0,,,62670070,1.8,0.3,2024-08-10 22:29:44.870,2024-08-10 22:29:44.870,100001,,0.0,0.8,,0.0,0.8,,,10.5,Breakfast,0.0,,2.8,53.0,UTC-0700,3sHRV5oxWU,,0.0,0.0,com.sec.android.app.shealth,,,13.3,,,,26f035d3-eefa-4900-a025-59451e43166b,,
,0.0,62670070,0.0,0.0,0.0,,,135.0,,2024-08-09 19:00:00.000,,,,,,,,,2235.0,,,62670070,5.0,46.0,2024-08-10 22:30:10.858,2024-08-10 22:28:47.929,100002,,0.0,45.0,,0.0,0.0,,,45.0,Lunch,38.0,,0.0,1040.0,UTC-0700,3sHRV5oxWU,,23.0,0.0,com.sec.android.app.shealth,,,112.0,,,,cc1baafd-eaa6-4f75-8a90-c50199bb59e6,,
,0.0,62670070,0.0,0.0,0.0,,,0.0,,2024-08-08 04:12:32.506,,,,,,,,,10.0,,,62670070,0.0,0.0,2024-08-08 04:12:32.508,2024-08-08 04:12:32.508,100006,,0.0,0.0,,0.0,0.0,,,28.0,Evening snack,0.0,,0.0,120.0,UTC-0700,3sHRV5oxWU,,0.0,0.0,com.sec.android.app.shealth,,,30.0,,,,4551287d-699a-426a-bc27-b08d82f6562f,,
,0.0,62670070,0.0,0.0,0.0,,,95.0,,2024-08-08 04:12:54.321,,,,,,,,,1510.0,,,62670070,2.0,40.0,2024-08-08 04:12:54.324,2024-08-08 04:12:54.324,100002,,6.0,28.0,,0.0,0.0,,,4.0,Lunch,0.0,,0.0,550.0,UTC-0700,3sHRV5oxWU,,9.0,0.0,com.sec.android.app.shealth,,,21.0,,,,1a536b41-e97e-40b3-819e-34a78865307a,,
,112.0,62670070,3.1,9.0,0.0,,,0.0,,2024-08-08 04:13:09.837,,,,,,,,,1.0,,,62670070,0.4,0.1,2024-08-08 04:13:09.839,2024-08-08 04:13:09.839,100001,,0.0,0.6,,0.0,1.3,,,6.2,Breakfast,0.0,,0.5,30.0,UTC-0700,3sHRV5oxWU,,0.0,0.0,com.sec.android.app.shealth,,,7.5,,,,8a6cad14-d480-4811-8b23-3d450c36c668,,
,28.0,62670070,0.1,0.0,0.0,,,36.0,,2024-08-10 23:31:18.560,,,,,,,,,616.0,,,62670070,1.0,13.0,2024-08-10 23:31:18.562,2024-08-10 23:31:18.562,100001,,0.9,12.8,,0.2,0.3,,,5.0,Breakfast,0.0,,0.0,377.0,UTC-0700,3sHRV5oxWU,,6.6,0.0,com.sec.android.app.shealth,,,52.0,,,,c329b3c8-d4db-4735-8cdd-c4d8750b14b9,,
,260.0,62670070,40.0,200.0,0.0,,,157.5,,2024-08-10 23:32:13.841,,,,,,,,,1950.0,,,62670070,5.5,47.0,2024-08-10 23:32:13.843,2024-08-10 23:32:13.843,100002,,1.0,53.0,,2.0,1.6,,,33.0,Lunch,8.0,,0.7,1055.0,UTC-0700,3sHRV5oxWU,,15.5,0.0,com.sec.android.app.shealth,,,107.5,,,,625b8b3f-76b8-4a40-af28-e63c61a63c88,,
,0.0,62670070,0.0,0.0,0.0,,,95.0,,2024-08-08 19:00:00.000,,,,,,,,,1510.0,,,62670070,2.0,40.0,2024-08-10 23:32:54.447,2024-08-10 23:32:54.447,100002,,6.0,28.0,,0.0,0.0,,,4.0,Lunch,0.0,,0.0,550.0,UTC-0700,3sHRV5oxWU,,9.0,0.0,com.sec.android.app.shealth,,,21.0,,,,237ffe04-c9ad-40b4-a8a4-5954fc85fd68,,
,0.0,62670070,0.0,0.0,0.0,,,0.0,,2024-08-09 01:00:00.000,,,,,,,,,1620.0,,,62670070,4.0,22.0,2024-08-10 23:33:14.897,2024-08-10 23:33:14.897,100003,,0.0,74.0,,0.0,0.0,,,4.0,Dinner,0.0,,0.0,820.0,UTC-0700,3sHRV5oxWU,,7.0,0.0,com.sec.android.app.shealth,,,90.0,,,,e0299f7d-a44c-4ac5-b3ca-9a648782d825,,
,0.0,62670070,0.0,0.0,0.0,,,50.0,,2024-08-06 19:00:00.000,,,,,,,,,840.0,,,62670070,2.0,17.0,2024-08-10 23:33:33.943,2024-08-10 23:33:33.943,100002,,0.0,16.0,,0.0,0.0,,,2.0,Lunch,0.0,,0.0,240.0,UTC-0700,3sHRV5oxWU,,5.0,0.0,com.sec.android.app.shealth,,,7.0,,,,89fa19d0-08f7-481d-9c2f-a8429f869925,,
,0.0,62670070,0.0,0.0,0.0,,,0.0,,2024-08-12 19:40:26.273,,,,,,,,,1620.0,,,62670070,4.0,22.0,2024-08-12 19:40:26.276,2024-08-12 19:40:26.276,100002,,0.0,74.0,,0.0,0.0,,,4.0,Lunch,0.0,,0.0,820.0,UTC-0700,3sHRV5oxWU,,7.0,0.0,com.sec.android.app.shealth,,,90.0,,,,def64457-2c4b-4ffa-988e-40e1a1c078c9,,
,148.0,62720090,0.4,7.0,0.0,,,0.0,,2024-09-03 23:53:13.990,,,,,,,,,1.0,,,62720090,3.3,0.2,2024-09-03 23:53:13.992,2024-09-03 23:53:13.992,100005,,0.0,0.3,,0.0,0.9,,,14.3,Afternoon snack,0.0,,0.6,72.0,UTC-0700,3sHRV5oxWU,,0.0,0.0,com.sec.android.app.shealth,,,19.0,,,,78701469-aaa5-46eb-b477-ec229febb171,,
,327.0,62720090,3.1,0.0,0.0,,,83.0,,2024-09-03 23:53:50.151,,,,,,,,,980.0,,,62720090,3.5,9.4,2024-09-03 23:53:50.153,2024-09-03 23:53:34.491,100002,,3.6,34.4,,2.2,10.4,,,0.6,Lunch,0.0,,2.6,410.0,UTC-0700,3sHRV5oxWU,,2.4,0.0,com.sec.android.app.shealth,,,44.4,,,,c46d237a-309e-437a-9733-d9056ab1971c,,
,26.0,62720090,0.0,0.0,0.0,,,0.0,,2024-09-03 23:54:19.798,,,,,,,,,134.0,,,62720090,0.6,1.2,2024-09-03 23:54:19.800,2024-09-03 23:54:19.800,100001,,0.3,2.6,,0.5,5.1,,,1.7,Breakfast,0.0,,3.0,78.0,UTC-0700,3sHRV5oxWU,,0.3,0.0,com.sec.android.app.shealth,,,13.8,,,,548631ac-0e7d-4ede-b755-9130a71a13f9,,
,60.0,62720090,0.0,0.0,0.0,,,0.0,,2024-09-09 05:51:39.594,,,,,,,,,400.0,,,62720090,0.0,0.0,2024-09-09 05:51:39.595,2024-09-09 05:51:39.595,100001,,0.0,0.0,,0.0,0.0,,,34.0,Breakfast,34.0,,0.0,130.0,UTC-0700,3sHRV5oxWU,,0.0,0.0,com.sec.android.app.shealth,,,34.0,,,,e703d011-e802-4ed5-9c07-9699d5898a50,,
,216.0,62720090,17.0,6.8,0.0,,,60.0,,2024-09-09 05:52:22.289,,,,,,,,,1345.0,,,62720090,2.4,28.7,2024-09-09 05:52:22.290,2024-09-09 05:52:22.290,100003,,9.5,20.0,,3.8,15.3,,,1.8,Dinner,0.0,,38.5,490.0,UTC-0700,3sHRV5oxWU,,13.8,0.0,com.sec.android.app.shealth,,,37.2,,,,372038b9-b6f3-4483-83b3-b51eceab2271,,
,380.0,62720090,16.6,0.0,10.0,,,35.0,,2024-09-09 05:52:47.355,,,,,,,,,220.0,,,62720090,0.0,10.5,2024-09-09 05:52:47.357,2024-09-09 05:51:58.938,100006,,1.5,4.0,,0.5,2.7,,,17.0,Evening snack,0.0,,34.6,200.0,UTC-0700,3sHRV5oxWU,,5.0,0.0,com.sec.android.app.shealth,,,23.0,,,,9d2a8254-1f57-47ff-93e4-c5898601a992,,
,434.0,62720090,15.2,13.8,0.0,,,23.0,,2024-09-09 05:51:20.419,,,,,,,,,404.0,,,62720090,5.1,32.0,2024-09-09 05:51:20.421,2024-09-09 05:51:20.421,100002,,11.4,9.7,,9.7,9.0,,,5.5,Lunch,0.0,,16.6,443.0,UTC-0700,3sHRV5oxWU,,9.0,0.0,com.sec.android.app.shealth,,,31.8,,,,4dc27d21-5f03-45c7-b8ac-f7a0ed55aa98,,
,148.0,62720090,0.4,7.0,0.0,,,0.0,,2024-09-10 19:42:22.660,,,,,,,,,1.0,,,62720090,3.3,0.2,2024-09-10 19:42:22.662,2024-09-10 19:42:22.662,100001,,0.0,0.3,,0.0,0.9,,,14.3,Breakfast,0.0,,0.6,72.0,UTC-0700,3sHRV5oxWU,,0.0,0.0,com.sec.android.app.shealth,,,19.0,,,,d92d999e-30b0-45aa-bd96-87dcd18214f1,,
,29.8,62720090,0.0,0.0,0.0,,,205.0,,2024-09-10 19:43:01.852,,,,,,,,,493.6,,,62720090,0.5,17.4,2024-09-10 19:43:01.854,2024-09-10 19:43:01.854,100002,,0.7,14.4,,0.2,3.5,,,1.2,Lunch,0.0,,1.9,261.0,UTC-0700,3sHRV5oxWU,,6.2,0.0,com.sec.android.app.shealth,,,11.8,,,,aa178c9b-1b73-4fd3-9694-51d9068868dc,,
,840.0,62720090,0.0,0.0,0.0,,,0.0,,2024-09-26 17:16:12.442,,,,,,,,,130.0,,,62720090,0.0,0.0,2024-09-26 17:16:12.444,2024-09-26 17:16:12.444,100001,,0.0,2.0,,0.0,5.0,,,9.0,Breakfast,0.0,,6.1,50.0,UTC-0700,3sHRV5oxWU,,0.0,0.0,com.sec.android.app.shealth,,,10.0,,,,938c49fe-9bcb-47d4-b0d2-615a68b8325b,,
,1000.0,62810050,0.0,0.0,0.0,,,40.0,,2024-10-31 23:29:24.348,,,,,,,,,900.0,,,62810050,5.0,36.0,2024-10-31 23:29:24.350,2024-10-31 23:29:24.350,100002,,0.0,19.0,,0.0,447.2,,,85.0,Lunch,84.0,,3.0,1030.0,UTC-0700,3sHRV5oxWU,,5.5,0.0,com.sec.android.app.shealth,,,162.0,,,,51809a41-a378-42f8-b65b-f2cc5b412087,,
,0.0,62810050,0.0,0.0,0.0,,,225.0,,2024-11-24 04:20:50.591,,,,,,,,,2950.0,,,62810050,20.0,35.0,2024-11-24 04:20:50.599,2024-11-24 04:20:50.599,100003,,0.0,80.0,,0.0,0.0,,,10.0,Dinner,0.0,,0.0,1450.0,UTC-0800,3sHRV5oxWU,,12.5,0.0,com.sec.android.app.shealth,,,190.0,,,,f7fb10f1-8867-48ff-8a22-874179b3f0ad,,
,90.0,62810050,0.0,0.0,0.0,,,0.0,,2024-11-24 04:21:43.471,,,,,,,,,40.0,,,62810050,0.0,0.0,2024-11-24 04:21:43.480,2024-11-24 04:21:43.480,100005,,0.0,0.0,,0.0,0.0,,,11.0,Afternoon snack,7.0,,0.0,50.0,UTC-0800,3sHRV5oxWU,,0.0,0.0,com.sec.android.app.shealth,,,13.0,,,,da533789-ccb0-44b7-8167-b8ffd6383c12,,
,139.0,62810050,5.0,0.2,0.0,,,17.0,,2024-11-24 04:22:00.912,,,,,,,,,579.0,,,62810050,1.2,12.0,2024-11-24 04:22:00.918,2024-11-24 04:22:00.918,100002,,4.9,8.0,,2.0,12.4,,,3.4,Lunch,0.0,,7.6,252.0,UTC-0800,3sHRV5oxWU,,3.6,0.0,com.sec.android.app.shealth,,,27.2,,,,9e345822-c9cd-4b5c-b29b-3eba7c74ad01,,
,433.0,62820030,11.3,2.8,0.0,,,57.0,,2024-11-25 19:51:06.482,,,,,,,,,2115.0,,,62820030,3.2,26.0,2024-11-25 19:51:06.485,2024-11-25 19:51:06.485,100002,,6.8,21.2,,2.6,17.0,,,38.3,Lunch,34.0,,23.1,649.0,UTC-0800,3sHRV5oxWU,,8.3,0.0,com.sec.android.app.shealth,,,83.5,,,,ca7f5e5f-d212-433c-b48f-feea9466a133,,
,0.0,62820030,0.0,0.0,0.0,,,0.0,,2024-11-25 16:59:09.659,,,,,,,,,0.0,,,62820030,0.0,0.0,2024-11-25 16:59:09.660,2024-11-25 16:59:09.660,100001,,0.0,0.0,,0.0,0.0,,,0.0,Breakfast,0.0,,0.0,454.0,UTC-0800,3sHRV5oxWU,,0.0,0.0,com.sec.android.app.shealth,,,0.0,,,,6f73cd11-d08c-4a84-8005-000cba842565,,
,377.0,62820030,37.6,8.5,0.0,,,844.0,,2024-11-27 18:52:06.648,,,,,,,,,558.0,,,62820030,5.7,28.9,2024-11-27 18:52:06.649,2024-11-27 18:51:31.139,100001,,8.0,26.6,,2.8,15.2,,,4.8,Breakfast,0.0,,8.9,420.0,UTC-0800,3sHRV5oxWU,,7.4,0.0,com.sec.android.app.shealth,,,10.9,,,,f0283110-0fd3-4ba1-bea1-9f182cb0e73a,,
,60.0,62820030,0.0,0.0,0.0,,,105.0,,2024-11-30 20:24:30.129,,,,,,,,,1400.0,,,62820030,4.0,37.0,2024-11-30 20:24:30.133,2024-11-30 20:24:30.133,100002,,0.0,36.0,,0.0,1.6,,,6.0,Lunch,4.0,,3.0,720.0,UTC-0800,3sHRV5oxWU,,11.0,0.0,com.sec.android.app.shealth,,,61.0,,,,a34dcc6a-bc62-48bf-9d4f-8c357ea66466,,
,0.0,62850050,0.0,0.0,0.0,,,0.0,,2024-12-13 16:07:37.837,,,,,,,,,69.0,,,62850050,0.0,3.0,2024-12-13 16:07:37.838,2024-12-13 16:07:37.838,100004,,0.0,4.8,,0.0,0.0,,,7.0,Morning snack,0.0,,0.0,74.0,UTC-0800,3sHRV5oxWU,,1.9,0.0,com.sec.android.app.shealth,,,7.0,,,,74a00b6d-c3d5-4be1-9c17-7baf5b927b4f,,
,50.0,62850050,40.0,200.0,0.0,,,0.0,,2024-12-13 19:45:11.394,,,,,,,,,210.0,,,62850050,1.0,8.0,2024-12-13 19:45:11.397,2024-12-13 19:45:11.397,100002,,0.0,2.0,,0.0,1.6,,,22.0,Lunch,0.0,,3.0,230.0,UTC-0800,3sHRV5oxWU,,1.0,0.0,com.sec.android.app.shealth,,,40.0,,,,cf485bd6-a509-40ae-be7f-6fa6a20e1668,,
,89.0,62850050,0.0,0.0,0.0,,,0.0,,2024-12-17 15:48:27.607,,,,,,,,,12.0,,,62850050,0.0,1.4,2024-12-17 15:48:27.609,2024-12-17 15:48:27.609,100001,,0.0,0.3,,0.0,0.7,,,2.2,Breakfast,0.0,,0.4,26.0,UTC-0800,3sHRV5oxWU,,1.3,0.0,com.sec.android.app.shealth,,,2.9,,,,abd604f0-30d2-4664-9235-2e6855864e39,,
,60.0,62850050,0.0,0.0,0.0,,,130.0,,2024-12-17 19:04:49.080,,,,,,,,,1180.0,,,62850050,6.0,12.0,2024-12-17 19:04:49.082,2024-12-17 19:04:49.082,100002,,0.0,54.0,,0.0,0.0,,,36.0,Lunch,34.0,,0.0,730.0,UTC-0800,3sHRV5oxWU,,3.0,0.0,com.sec.android.app.shealth,,,102.0,,,,ee4862bc-ff17-41f6-a97f-1126b8ea5fc5,,
,423.0,62850050,13.3,5.7,0.0,,,165.0,,2024-12-18 02:00:00.000,,,,,,,,,1010.0,,,62850050,2.3,14.9,2024-12-18 16:18:06.799,2024-12-18 16:18:06.799,100003,,5.7,18.1,,1.8,20.9,,,4.2,Dinner,0.0,,8.6,355.0,UTC-0800,3sHRV5oxWU,,5.6,0.0,com.sec.android.app.shealth,,,36.6,,,,f7a750b0-f88a-4f8f-aa3e-816cf6c1e470,,
,641.0,62850050,10.6,8.7,0.0,,,58.0,,2024-12-18 19:07:30.353,,,,,,,,,951.0,,,62850050,1.0,25.4,2024-12-18 19:07:30.355,2024-12-18 19:07:30.355,100002,,6.7,22.6,,1.3,21.3,,,25.0,Lunch,0.0,,10.8,612.0,UTC-0800,3sHRV5oxWU,,7.9,0.0,com.sec.android.app.shealth,,,73.3,,,,c49ea7e9-0c9e-4bb9-98c8-98415fe0a7ad,,
,86.0,62850050,0.0,0.0,0.0,,,0.0,,2024-12-18 16:17:48.319,,,,,,,,,11.0,,,62850050,0.0,1.4,2024-12-18 16:17:48.320,2024-12-18 16:17:48.320,100001,,0.0,0.3,,0.0,0.0,,,8.5,Breakfast,0.0,,0.0,50.0,UTC-0800,3sHRV5oxWU,,1.2,0.0,com.sec.android.app.shealth,,,9.1,,,,1cf547d9-b30c-4f69-a82c-57ff51297e26,,
