com.samsung.health.food_intake,6307003,6
create_sh_ver,start_time,amount,custom,modify_sh_ver,update_time,create_time,meal_type,client_data_id,name,unit,client_data_ver,calorie,time_offset,deviceuuid,comment,pkg_name,datauuid,food_info_id
62660010,2024-04-21 00:17:00.445,1.0,,62660010,2024-04-21 00:17:18.079,2024-04-21 00:17:18.079,100002,,Chicken Bowl(Chipotle Mexican Grill),120001,,820.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,fa8e6d96-9c66-4b80-91cc-30e77aeb5ed6,8805ada0-facd-4980-8d6b-955b0aa66ee9,
62660010,2024-04-23 01:22:19.356,1.0,,62660010,2024-04-23 01:23:42.359,2024-04-23 01:23:42.359,100002,,Pink Lemonade(Minute Maid),120001,,100.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,1e19d86e-8180-4cd5-b682-e0572ce48a59,e9eceb3d-4b42-4e9b-8399-006c558c60b5,
62660010,2024-04-23 01:22:19.356,1.0,,62660010,2024-04-23 01:22:50.795,2024-04-23 01:22:50.795,100002,,Beef/Lamb Gyro(Nick The Greek),120001,,760.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,e8ffab20-d4b0-4f56-97c9-bd7dc1c1795f,b931dd28-1336-45dc-9947-f718db84aa93,
62660010,2024-04-23 01:22:19.356,1.0,,62660010,2024-04-23 01:23:17.728,2024-04-23 01:23:17.728,100002,,Potato French Fries,120001,,156.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,c2052227-64b2-4528-8ced-5c0464789153,f8697900-136c-4b71-a5b7-298ee1485bf0,
62660010,2024-04-23 01:23:21.435,1.0,,62660010,2024-04-23 01:23:29.915,2024-04-23 01:23:29.915,100001,,String Cheese(Great Value),120001,,80.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,90f20cbd-1121-4d02-bb9e-30db73573f1a,b8a2935a-32b5-4890-9150-309f9f58ecbb,
62660010,2024-05-11 02:54:47.681,1.5,,62660010,2024-05-11 02:55:40.932,2024-05-11 02:55:40.932,100003,,6-Inch Chicken & Bacon Ranch (with Rotisserie-Style Chicken)(Subway),120001,,795.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,ecb3cd3f-b841-4fb0-bc16-0b80d61b5b22,a3e64203-7f3b-419c-981d-b1a4e23bbeef,
62660010,2024-05-11 02:54:47.681,1.0,,62660010,2024-05-11 02:56:06.164,2024-05-11 02:56:06.164,100003,,Baked! Original Potato Crisps (24.8g)(Lay's),120001,,110.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,2883e852-95fd-4719-b40f-4c64f0aadb05,b0c6f210-08f1-485a-93a0-c92ec9756349,
62660010,2024-05-11 02:54:47.681,1.0,,62660010,2024-05-11 02:56:44.305,2024-05-11 02:56:44.305,100003,,Double Chocolate Cookie(Subway),120001,,210.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,15f7d454-1990-43d3-9e59-4e3c386e99d5,77bc57fa-2b9d-4678-850b-767a109d76cc,
62660010,2024-05-11 02:58:57.270,1.0,,62660010,2024-05-11 02:59:12.208,2024-05-11 02:59:12.208,100006,,Vitamin Water Power-c Dragonfruit (20 oz)(Glaceau),120001,,100.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,d197f203-f6b7-4635-a079-60663731622c,1cb95637-5e91-4a5c-800a-89bb70d70764,
62660010,2024-05-12 04:19:26.213,1.0,,62660010,2024-05-12 04:19:37.322,2024-05-12 04:19:37.322,100006,,2% Milk(A2),120001,,120.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,2b1a775b-bab9-493a-8640-88976632a823,3627e70a-f3ca-44f9-9e62-1fba352c7340,
62660010,2024-05-12 04:19:26.213,1.5,,62660010,2024-05-12 04:19:57.498,2024-05-12 04:19:57.498,100006,,Chocolate Chip Cookies (Soft Type),120001,,103.5,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,4f1a4776-5615-46d5-90f6-3b1f166575ce,cae1d1cd-c3f2-46ea-9d05-d931545cacdd,
62660010,2024-05-12 04:17:02.934,1.5,,62660010,2024-05-12 04:18:31.549,2024-05-12 04:18:31.549,100002,,Jalapeno Poppers Bites - 9 Pieces(Carl's Jr.),120001,,1125.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,2175af5e-0393-4850-900f-72a0f474bba7,c75826d8-42a8-4106-924c-b2224ac19e48,
62660010,2024-05-12 04:18:35.427,1.5,,62660010,2024-05-12 04:18:58.042,2024-05-12 04:18:58.042,100003,,6-Inch Chicken & Bacon Ranch (with Rotisserie-Style Chicken)(Subway),120001,,795.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,9ceb5f47-f6c3-40d8-8ac8-b80e328999b5,a3e64203-7f3b-419c-981d-b1a4e23bbeef,
62660010,2024-05-12 04:18:35.427,1.0,,62660010,2024-05-12 04:19:19.638,2024-05-12 04:19:19.638,100003,,Baked! Original Potato Crisps(Lay's),120001,,120.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,c1d1c1ed-2ba7-400f-b196-d9b24cff09ac,3d518a43-5833-4444-98f4-8eefa23fc8b5,
62670070,2024-07-17 20:21:09.659,1.0,,62670070,2024-07-17 20:21:22.459,2024-07-17 20:21:22.459,100001,,Watermelon,120001,,46.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,29e7369a-cd9b-40df-9fbe-3c608b006422,2297d5b4-efe4-4b0e-894c-7e68ea18f6b5,
62670070,2024-07-17 20:21:09.659,1.0,,62670070,2024-07-17 20:21:52.758,2024-07-17 20:21:52.758,100001,,Shakes - French Vanilla(Slim-Fast),120001,,180.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,90980c7e-4ed5-46df-b0f7-6187dec57a1c,cc1525bb-9d17-4a31-873f-efe8121b5042,
62670070,2024-08-04 01:17:39.600,1.0,,62670070,2024-08-04 01:18:20.464,2024-08-04 01:18:20.464,100001,,Jalapeno Bagel with Cream Cheese(Winchell's),120001,,350.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,7e95b9aa-40eb-46b2-bc98-8c6626e9daaf,eba250ac-9d38-47a6-bcb7-358c0770a670,
62670070,2024-08-04 01:17:39.600,1.0,,62670070,2024-08-04 01:18:20.464,2024-08-04 01:18:20.464,100001,,Bacon,120001,,27.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,c7f2c58b-cef9-4129-9dcd-53a588ca132c,f2df9a85-10d9-40d2-a57c-7fd5317b59ee,
62670070,2024-08-04 01:18:25.339,1.0,,62670070,2024-08-04 01:18:47.791,2024-08-04 01:18:47.791,100002,,Chicken Bowl(Chipotle Mexican Grill),120001,,820.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,e5fda687-d2ea-4170-aea2-d9642143c8f8,8805ada0-facd-4980-8d6b-955b0aa66ee9,
62670070,2024-08-05 16:46:25.981,1.0,,62670070,2024-08-05 16:46:59.811,2024-08-05 16:46:59.811,100001,,Everything Bagel with Cream Cheese(Caribou Coffee),120001,,400.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,d6da623c-b494-4805-a85f-6c5be41aa45b,ec0c48cc-fd0d-471c-a448-aaa90a1f1fbd,
62670070,2024-08-05 16:46:25.981,1.0,,62670070,2024-08-05 16:47:30.262,2024-08-05 16:47:30.262,100001,,Zero Mixed Berry (Bottle)(Powerade),120001,,0.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,ce3b15bb-f8e8-480b-9d09-9f34e361e0ea,115b9d31-ea43-423e-8547-75d2f0c34944,
62670070,2024-08-09 19:00:00.000,1.0,,62670070,2024-08-10 22:28:47.888,2024-08-10 22:28:47.888,100002,,Cheese Pizza Slice(Pizza My Heart),120001,,350.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,b302b684-a9c6-48e3-a4c7-cf2aff01087f,3f6434cd-85d3-4f62-8f71-d77025472b93,
62670070,2024-08-09 19:00:00.000,1.0,,62670070,2024-08-10 22:29:05.382,2024-08-10 22:29:05.382,100002,,Sprite (12 oz)(Sprite),120001,,140.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,003b49b0-2442-46d5-b98a-0a6609594dca,5d5a40ec-bec5-4097-b280-0ef469133ac1,
62670070,2024-08-10 01:00:00.000,1.0,,62670070,2024-08-10 22:29:30.539,2024-08-10 22:29:30.539,100003,,Sprite (12 oz)(Sprite),120001,,140.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,0021451b-f2b4-4812-b84f-fa9aa84a028d,5d5a40ec-bec5-4097-b280-0ef469133ac1,
62670070,2024-08-09 15:00:00.000,100.0,,62670070,2024-08-10 22:29:44.846,2024-08-10 22:29:44.846,100001,,Tangerines (Mandarin Oranges),120002,,53.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,4a0322e1-a3da-4494-8288-9211090c9ea1,33a39062-4b3d-48cd-8f0f-3c81e0353ac4,
62670070,2024-08-08 04:12:06.520,1.0,,62670070,2024-08-08 04:12:32.473,2024-08-08 04:12:32.473,100006,,Snapple Apple Juice Drink(Snapple),120001,,120.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,5de2c509-9e86-4afc-81f5-9a2f165a87d6,97ef60fe-9faa-4227-9ad3-ca6e90fc47c0,
62670070,2024-08-08 04:12:40.191,1.0,,62670070,2024-08-08 04:12:54.291,2024-08-08 04:12:54.291,100002,,Grilled Chicken Caesar Salad with Salad Dressing(Signature Cafe),120001,,550.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,56ca64f1-7c53-4154-bdce-80c91d228931,ff16c964-429c-495a-8fee-dc49c196c525,
62670070,2024-08-08 04:12:58.070,100.0,,62670070,2024-08-08 04:13:09.813,2024-08-08 04:13:09.813,100001,,Watermelon,120002,,30.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,0259d367-5f1a-466f-aebe-a5e9d7880bd2,41877343-d53e-4a25-b478-5c09cd21a0e7,
62670070,2024-08-08 04:13:18.634,2.0,,62670070,2024-08-08 04:13:48.744,2024-08-08 04:13:48.744,100003,,Stuffed Jalapeños (7 Pc.)(Jack in The Box),120001,,1020.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,3edb618a-2d8d-4d60-a0e7-32b27fca6c14,be780ba3-42f9-4224-9f88-1ef01d79a478,
62670070,2024-08-09 19:00:00.000,1.0,,62670070,2024-08-10 22:30:10.830,2024-08-10 22:30:10.830,100002,,Pepperoni Slice(Pizza My Heart),120001,,550.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,3b868f8d-8e5c-4732-a401-ea1f10d3d834,2266d1e7-cdd6-47d5-a1e2-ed4261cce8c9,
62670070,2024-08-10 23:30:38.618,1.0,,62670070,2024-08-10 23:31:18.522,2024-08-10 23:31:18.522,100001,,Jalapeno Bagel with Cream Cheese(Winchell's),120001,,350.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,42c8575c-3110-48ea-bca0-3f0b147f58f1,eba250ac-9d38-47a6-bcb7-358c0770a670,
62670070,2024-08-10 23:30:38.618,1.0,,62670070,2024-08-10 23:31:18.522,2024-08-10 23:31:18.522,100001,,Bacon,120001,,27.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,1535bc7f-6646-4dc2-9043-83a6b858219f,f2df9a85-10d9-40d2-a57c-7fd5317b59ee,
62670070,2024-08-10 23:31:25.559,1.5,,62670070,2024-08-10 23:32:13.784,2024-08-10 23:32:13.784,100002,,6-Inch Elite Chicken & Bacon Ranch(Subway),120001,,855.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,f36a4a8e-fc2a-4872-a6a9-73b8bbf76e93,88bbeebf-c26d-4908-b831-254b20421c27,
62670070,2024-08-10 23:31:25.559,1.0,,62670070,2024-08-10 23:32:13.784,2024-08-10 23:32:13.784,100002,,Baked! Original Potato Crisps(Lay's),120001,,120.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,cc4b39bd-73d1-4edb-a01b-e6977cc1fc70,3d518a43-5833-4444-98f4-8eefa23fc8b5,
62670070,2024-08-10 23:31:25.559,1.0,,62670070,2024-08-10 23:32:13.784,2024-08-10 23:32:13.784,100002,,Vitamin Water XXX Acai-Blueberry-Pomegranate (16.9 oz)(Glaceau),120001,,80.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,3a6c7336-6755-4d61-b89f-9fe77ef20169,14fc321f-4490-47e5-8744-d1951c77e341,
62670070,2024-08-08 19:00:00.000,1.0,,62670070,2024-08-10 23:32:54.422,2024-08-10 23:32:54.422,100002,,Grilled Chicken Caesar Salad with Salad Dressing(Signature Cafe),120001,,550.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,d023825f-3ac5-4329-bd54-626624bc0576,ff16c964-429c-495a-8fee-dc49c196c525,
62670070,2024-08-09 01:00:00.000,1.0,,62670070,2024-08-10 23:33:14.876,2024-08-10 23:33:14.876,100003,,Chicken Bowl(Chipotle Mexican Grill),120001,,820.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,4a05e12e-e073-4be9-a2bd-4a71b13db1ee,8805ada0-facd-4980-8d6b-955b0aa66ee9,
62670070,2024-08-06 19:00:00.000,1.0,,62670070,2024-08-10 23:33:33.911,2024-08-10 23:33:33.911,100002,,Chicken Caesar Salad Bowl(Fresh & Easy),120001,,240.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,2490df77-7677-4938-8436-7d3715ae34e2,b17baea2-ba3a-42df-8b29-e745b79b34ea,
62670070,2024-08-12 19:40:21.501,1.0,,62670070,2024-08-12 19:40:26.243,2024-08-12 19:40:26.243,100002,,Chicken Bowl(Chipotle Mexican Grill),120001,,820.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,5ebfed3b-469d-4018-b947-8f60cb472789,8805ada0-facd-4980-8d6b-955b0aa66ee9,
62720090,2024-09-03 23:52:35.136,1.0,,62720090,2024-09-03 23:53:13.961,2024-09-03 23:53:13.961,100005,,Apples,120001,,72.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,e2c381a1-4f34-49da-91ef-cb03de3b4384,d25a16b8-31cc-474b-a25c-853ae8158e68,
62720090,2024-09-03 23:53:18.311,1.0,,62720090,2024-09-03 23:53:34.468,2024-09-03 23:53:34.468,100002,,Brown Rice,120001,,215.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,b4a45365-78b2-478c-a6e6-c07423f76a2f,a334fdd2-8e3f-42a7-bdc7-92a02b9b8cec,
62720090,2024-09-03 23:53:18.311,100.0,,62720090,2024-09-03 23:53:50.123,2024-09-03 23:53:50.123,100002,,Chicken Breast,120001,,195.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,86aa56ec-9a5a-4185-9268-829286ebb306,c1e57e88-13ac-45b5-997f-a30e8e04d4fa,
62720090,2024-09-03 23:53:58.132,1.0,,62720090,2024-09-03 23:54:19.776,2024-09-03 23:54:19.776,100001,,Soft White Roll,120001,,78.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,3a2b8315-b764-4831-baca-2523c59b4d97,f3a7c089-8a1f-42d8-836f-42ec73a0d9de,
62720090,2024-09-09 05:51:03.461,1.0,,62720090,2024-09-09 05:51:20.394,2024-09-09 05:51:20.394,100002,,"Chilaquiles, Tortilla Casserole with Salsa and Cheese",120001,,443.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,cf409ca6-9cb4-4aee-ac54-3189afff85d9,877ab412-633c-48a4-95ac-b5382461fd54,
62720090,2024-09-09 05:51:24.581,1.0,,62720090,2024-09-09 05:51:39.567,2024-09-09 05:51:39.567,100001,,Mountain Berry Blast (20 oz)(Powerade),120001,,130.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,2dbfb014-c3e9-4909-b098-ce3b48c78c08,29c2fa3f-5989-4ad2-b759-27b32e523c4d,
62720090,2024-09-09 05:51:45.493,1.0,,62720090,2024-09-09 05:51:58.913,2024-09-09 05:51:58.913,100006,,Neapolitan Ice Cream(Great Value),120001,,170.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,2017f862-b9fe-4021-9771-c358d7f210b4,d0296413-5843-4af1-a063-acf6ac7b2272,
62720090,2024-09-09 05:52:03.535,1.0,,62720090,2024-09-09 05:52:22.269,2024-09-09 05:52:22.269,100003,,Meatless Quesadilla with Cheese,120001,,490.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,692407d9-0cb0-457e-a886-5218f44fd5ac,93aa40c4-62b7-4507-bb6e-2f60f2e8802a,
62720090,2024-09-09 05:51:45.493,1.0,,62720090,2024-09-09 05:52:47.335,2024-09-09 05:52:47.335,100006,,Pure Almond Milk - Unsweetened Original(Silk),120001,,30.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,5a77ad99-b67a-4db4-90f1-5ca8f970cd87,4d6854a5-3b07-425a-ad20-6abb0af032d2,
62720090,2024-09-10 19:42:12.027,1.0,,62720090,2024-09-10 19:42:22.633,2024-09-10 19:42:22.633,100001,,Apples,120001,,72.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,1384b809-798a-4501-a4ea-308c185d70e9,d25a16b8-31cc-474b-a25c-853ae8158e68,
62720090,2024-09-10 19:42:25.940,1.5,,62720090,2024-09-10 19:43:01.805,2024-09-10 19:43:01.805,100002,,Flour Tortilla,120001,,61.5,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,a7a12699-4d53-4396-a2ba-cccaf3a58cfe,d2f421f0-0949-43b5-b072-976d4c63258b,
62720090,2024-09-10 19:42:25.940,1.0,,62720090,2024-09-10 19:43:01.805,2024-09-10 19:43:01.805,100002,,Chorizo & Eggs(Golden Corral),120001,,200.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,2e0f74e9-97ac-4fdf-9997-0fa9b7c7889c,4d0ef4e8-79fb-4fb6-a69d-1070c3d9f083,
62720090,2024-09-26 17:15:43.845,1.0,,62720090,2024-09-26 17:16:12.414,2024-09-26 17:16:12.414,100001,,Greens 1(Pressed Juicery),120001,,50.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,5920c0d5-6946-459f-98a9-dcdce4ebb883,dd4dd170-556f-4998-ad5e-73ad56acfe36,
62810050,2024-10-31 23:28:34.553,1.0,,62810050,2024-10-31 23:29:24.279,2024-10-31 23:29:24.279,100002,,Hi-C Orange Lavaburst - Large(McDonald's),120001,,310.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,c75fd998-338d-4eb5-82aa-94ec5bc71b3f,3ed2113b-2c58-418a-9ae1-35684dc0b3f8,
62810050,2024-10-31 23:28:34.553,1.0,,62810050,2024-10-31 23:29:24.279,2024-10-31 23:29:24.279,100002,,World Famous Fries - Medium(McDonald's),120001,,320.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,bd5f4111-fc3c-4bb0-9c24-886c3500e67b,b6f1a069-a827-4f45-a5bd-092ff03dd885,
62810050,2024-10-31 23:28:34.553,1.0,,62810050,2024-10-31 23:29:24.279,2024-10-31 23:29:24.279,100002,,McChicken(McDonald's),120001,,400.0,UTC-0700,3sHRV5oxWU,,com.sec.android.app.shealth,70486856-47a0-44ac-9b5f-96c1a6198ca0,e4e47bf9-4734-4300-a2b7-b96ae24a1ee2,
62810050,2024-11-24 04:20:01.171,5.0,,62810050,2024-11-24 04:20:50.543,2024-11-24 04:20:50.543,100003,,Al Pastor Chicken Street Tacos(Happi Foodi),120001,,1450.0,UTC-0800,3sHRV5oxWU,,com.sec.android.app.shealth,55257b13-914b-4307-a817-f638921d9f8f,963c4df0-cf4f-4791-a2b9-ab310e949437,
62810050,2024-11-24 04:20:57.931,1.0,,62810050,2024-11-24 04:21:43.411,2024-11-24 04:21:43.411,100005,,Light Cranberry Juice Cocktail(Ocean Spray),120001,,50.0,UTC-0800,3sHRV5oxWU,,com.sec.android.app.shealth,df3455dc-257d-47b0-8581-d7dfc8a62593,1bd1eb55-9bd5-4d29-bd00-55d070e647cf,
62810050,2024-11-24 04:21:47.015,1.0,,62810050,2024-11-24 04:22:00.874,2024-11-24 04:22:00.874,100002,,Sandwich,120001,,252.0,UTC-0800,3sHRV5oxWU,,com.sec.android.app.shealth,c6ce1fe9-93f8-401b-8f3f-309bd5a119e7,4ca0800a-5a94-41d9-afd4-e889598eecce,
62820030,2024-11-25 16:58:45.580,1.0,,62820030,2024-11-25 16:59:09.633,2024-11-25 16:59:09.633,100001,,Banana Protein shake,120001,,454.0,UTC-0800,3sHRV5oxWU,,com.sec.android.app.shealth,eb0d96ae-54a7-440b-92bb-3ff0deb56a18,a15ccde8-f6db-45e9-9283-6c1ba4b95a2a,
62820030,2024-11-25 19:50:23.612,1.0,,62820030,2024-11-25 19:51:06.446,2024-11-25 19:51:06.446,100002,,Ham and Cheese Sandwich with Lettuce and Spread,120001,,369.0,UTC-0800,3sHRV5oxWU,,com.sec.android.app.shealth,1724ac5f-39ba-408d-98b3-0be2d02415d1,5e15f992-7c08-457d-8219-478b0bdc08bd,
62820030,2024-11-25 19:50:23.612,1.0,,62820030,2024-11-25 19:51:06.446,2024-11-25 19:51:06.446,100002,,Nacho Cheese Tortilla Chips (28g)(Doritos),120001,,150.0,UTC-0800,3sHRV5oxWU,,com.sec.android.app.shealth,9b214790-2ad6-4c7f-98df-d08c8124d8ca,6592672c-4c67-4ae0-b494-57b391f2ae81,
62820030,2024-11-25 19:50:23.612,1.0,,62820030,2024-11-25 19:51:06.446,2024-11-25 19:51:06.446,100002,,Mountain Berry Blast (20 oz)(Powerade),120001,,130.0,UTC-0800,3sHRV5oxWU,,com.sec.android.app.shealth,45be4331-06ed-44e0-b873-1ee92133658b,29c2fa3f-5989-4ad2-b759-27b32e523c4d,
62820030,2024-11-27 18:50:28.901,100.0,,62820030,2024-11-27 18:51:31.053,2024-11-27 18:51:31.053,100001,,Chayote (Fruit),120002,,17.0,UTC-0800,3sHRV5oxWU,,com.sec.android.app.shealth,55f1bf3a-5546-480e-9a46-9e97a5fb540c,2b950d3f-07a8-47e6-a846-e9e0251fd060,
62820030,2024-11-27 18:50:28.901,1.0,,62820030,2024-11-27 18:52:06.613,2024-11-27 18:52:06.613,100001,,Miss Ester's Tea,120001,,15.0,UTC-0800,3sHRV5oxWU,,com.sec.android.app.shealth,58148a16-31ed-41f6-a518-128ca93bea24,aba38796-c872-44b7-bcad-934bda957bb5,
