com.samsung.health.water_intake,6307003,6
start_time,amount,custom,update_time,create_time,client_data_id,client_data_ver,time_offset,deviceuuid,unit_amount,comment,pkg_name,datauuid
2024-04-28 04:46:38.805,250.0,,2024-04-28 04:46:38.806,2024-04-28 04:46:38.806,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,12ffc642-473f-4b22-8818-5f59b619e618,
2024-05-11 02:58:25.873,250.0,,2024-05-11 02:58:25.880,2024-05-11 02:58:25.880,,,UTC-0700,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,15714fbb-3494-4d2c-94ee-ccf27cd8f61b,
2024-05-11 02:58:23.011,250.0,,2024-05-11 02:58:23.022,2024-05-11 02:58:23.022,,,UTC-0700,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,c1962489-47ba-42ce-8b0e-8f8f99c17ba2,
2024-05-11 02:58:24.446,250.0,,2024-05-11 02:58:24.451,2024-05-11 02:58:24.451,,,UTC-0700,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,50359ed2-676d-46ac-8a5d-2ba6185e7ed6,
2024-06-30 02:46:44.385,250.0,,2024-06-30 02:46:44.401,2024-06-30 02:46:44.401,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,8aa1285f-7643-4bbd-9a73-236de4003fb9,
2024-06-30 02:46:46.935,250.0,,2024-06-30 02:46:46.936,2024-06-30 02:46:46.936,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,861aa4d2-45a8-4d36-b02c-896fec0e8f1a,
2024-07-02 22:57:14.825,250.0,,2024-07-02 22:57:14.826,2024-07-02 22:57:14.826,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,02086d9c-768b-48b4-9e32-5dbd34e412a9,
2024-06-30 02:46:37.438,250.0,,2024-06-30 02:46:37.443,2024-06-30 02:46:37.443,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,66573954-b515-42fd-8699-3f373989effd,
2024-06-30 02:46:38.326,250.0,,2024-06-30 02:46:38.327,2024-06-30 02:46:38.327,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,2a486c0c-5d63-420b-8e2e-142f43c60a09,
2024-07-02 22:57:20.459,250.0,,2024-07-02 22:57:20.460,2024-07-02 22:57:20.460,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,ae7e3338-b6dd-4dc1-83b3-14c0e3f295f9,
2024-07-09 15:00:49.660,250.0,,2024-07-09 15:00:49.661,2024-07-09 15:00:49.661,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,573caa14-7ea3-475c-a503-bc723abed77b,
2024-06-30 02:46:41.850,250.0,,2024-06-30 02:46:41.857,2024-06-30 02:46:41.857,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,8e7ad06c-441e-4cd7-b5b6-9649eb949ec9,
2024-07-03 16:35:20.418,250.0,,2024-07-03 16:35:20.426,2024-07-03 16:35:20.426,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,1b7eb1bc-bd47-4d38-a6cf-caa4f31d2fc2,
2024-06-30 02:46:42.764,250.0,,2024-06-30 02:46:42.766,2024-06-30 02:46:42.766,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,5d26da10-3455-4f29-a64c-37f2aa862e19,
2024-07-02 22:57:21.883,250.0,,2024-07-02 22:57:21.885,2024-07-02 22:57:21.885,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,8dfb4412-f50c-4c64-8c0d-5847f6a32af0,
2024-07-09 15:00:47.391,250.0,,2024-07-09 15:00:47.399,2024-07-09 15:00:47.399,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,4bfb08ff-0a01-43c1-8783-858e36a19516,
2024-07-02 22:57:18.062,250.0,,2024-07-02 22:57:18.066,2024-07-02 22:57:18.066,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,d1c00b08-d263-4c28-8706-94b3ac54bb7f,
2024-06-30 02:46:43.727,250.0,,2024-06-30 02:46:43.731,2024-06-30 02:46:43.731,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,0b881ca8-a45f-4176-82ef-1540378ba732,
2024-07-09 15:00:51.789,250.0,,2024-07-09 15:00:51.792,2024-07-09 15:00:51.792,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,60ede182-c99d-4717-9e32-a207a3988d0e,
2024-07-02 22:57:17.334,250.0,,2024-07-02 22:57:17.335,2024-07-02 22:57:17.335,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,a7fe2fe8-24f1-460a-a40b-8f6140f1b876,
2024-07-03 16:35:21.885,250.0,,2024-07-03 16:35:21.892,2024-07-03 16:35:21.892,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,bafbddd7-d94a-430d-9115-18e712178143,
2024-07-02 22:57:23.354,250.0,,2024-07-02 22:57:23.357,2024-07-02 22:57:23.357,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,16bb01b0-a708-4fbe-b739-0b3df90cd719,
2024-07-02 22:57:16.268,250.0,,2024-07-02 22:57:16.269,2024-07-02 22:57:16.269,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,1cc0987b-c9f0-4dbc-8bb3-4b64004ca59f,
2024-07-02 22:57:19.774,250.0,,2024-07-02 22:57:19.774,2024-07-02 22:57:19.774,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,debd187d-d83a-47aa-ad6a-830bcee0fdec,
2024-07-12 21:01:07.736,250.0,,2024-07-12 21:01:07.742,2024-07-12 21:01:07.742,,,UTC-0700,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,4727f4ef-9858-4f52-8b9c-c09e3a8cb350,
2024-07-12 21:01:06.699,250.0,,2024-07-12 21:01:06.712,2024-07-12 21:01:06.712,,,UTC-0700,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,1f9f59e1-27fb-426a-877a-222d28390c1b,
2024-07-14 00:20:04.792,250.0,,2024-07-14 00:20:04.806,2024-07-14 00:20:04.806,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,6fc75d08-c11f-4bb9-8fcf-99c4c7b58084,
2024-07-14 00:20:06.246,250.0,,2024-07-14 00:20:06.250,2024-07-14 00:20:06.250,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,78a47ba5-d6ba-4219-b589-56d851c196f6,
2024-07-14 00:20:07.421,250.0,,2024-07-14 00:20:07.424,2024-07-14 00:20:07.424,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,0ea121f4-e73c-46b5-8af3-86c314b1abf4,
2024-07-17 16:43:46.881,250.0,,2024-07-17 16:43:46.885,2024-07-17 16:43:46.885,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,8a234f2b-48dd-4824-a3fa-419dfad0387c,
2024-07-17 16:43:47.957,250.0,,2024-07-17 16:43:47.958,2024-07-17 16:43:47.958,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,7ba8bd9e-e242-4469-aee1-7b5dad75ec37,
2024-07-17 16:43:48.572,250.0,,2024-07-17 16:43:48.573,2024-07-17 16:43:48.573,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,1e8c940d-3be3-4764-96ab-13f4fe31ba05,
2024-07-17 16:43:49.374,250.0,,2024-07-17 16:43:49.375,2024-07-17 16:43:49.375,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,0049b51a-6800-41d5-b21a-c6c2cf1c6e21,
2024-07-14 00:20:03.405,250.0,,2024-07-14 00:20:03.408,2024-07-14 00:20:03.408,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,e39b4e79-cf76-436e-864c-7bbc20bc7f29,
2024-07-17 20:21:59.195,250.0,,2024-07-17 20:21:59.199,2024-07-17 20:21:59.199,,,UTC-0700,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,35518d5f-523e-4f8a-9ebe-f1bb12119c6d,
2024-07-25 17:34:04.804,250.0,,2024-07-25 17:34:04.805,2024-07-25 17:34:04.805,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,ddd8d2a2-0d9e-4c6b-8249-48c4af770c3a,
2024-07-26 02:59:49.418,250.0,,2024-07-26 02:59:49.433,2024-07-26 02:59:49.433,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,031f1864-3ce9-46a4-a471-d72b01d3d3ce,
2024-07-26 02:59:50.484,250.0,,2024-07-26 02:59:50.489,2024-07-26 02:59:50.489,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,833f31e0-a711-452b-9e0d-f51c4f815087,
2024-07-26 02:59:51.356,250.0,,2024-07-26 02:59:51.356,2024-07-26 02:59:51.356,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,fbb288ed-a75b-4322-9403-6ba1aa328559,
2024-07-26 03:00:08.437,250.0,,2024-07-26 03:00:08.438,2024-07-26 03:00:08.438,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,d1e2eba7-7136-4f4a-8e9f-8bc9c0cdbbdf,
2024-07-26 03:00:11.987,250.0,,2024-07-26 03:00:11.989,2024-07-26 03:00:11.989,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,8183b50b-7c2b-4bd5-b956-5f1865d04ca4,
2024-07-28 00:05:58.305,250.0,,2024-07-28 00:05:58.306,2024-07-28 00:05:58.306,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,56252d17-c7a9-4a07-b981-eef588f19d12,
2024-07-26 22:25:55.697,250.0,,2024-07-26 22:25:55.698,2024-07-26 22:25:55.698,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,71c2d5f2-77a8-4abf-a88a-623b1365b86e,
2024-07-26 22:25:56.763,250.0,,2024-07-26 22:25:56.764,2024-07-26 22:25:56.764,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,7c9f6bfe-e8b8-4f75-b2ec-fd053754917b,
2024-07-28 00:05:52.759,250.0,,2024-07-28 00:05:52.763,2024-07-28 00:05:52.763,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,2cca3248-8fa4-4e16-8e2a-194f2c4355d8,
2024-07-28 00:05:54.219,250.0,,2024-07-28 00:05:54.220,2024-07-28 00:05:54.220,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,aef254c4-9449-459e-8e8a-673b03dec3bc,
2024-07-26 02:59:47.362,250.0,,2024-07-26 02:59:47.363,2024-07-26 02:59:47.363,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,4ea8619e-926c-4872-befd-93d4f7ec2465,
2024-07-26 22:26:01.163,250.0,,2024-07-26 22:26:01.165,2024-07-26 22:26:01.165,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,468abd67-e86a-4185-b2e2-baff6afe0631,
2024-07-28 00:05:55.067,250.0,,2024-07-28 00:05:55.068,2024-07-28 00:05:55.068,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,a3d5afb9-8567-4f8e-9861-fed6c43f45e2,
2024-07-28 00:05:59.017,250.0,,2024-07-28 00:05:59.019,2024-07-28 00:05:59.019,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,d9c77b37-d2da-47b0-ac03-3e6f72ac765d,
2024-07-28 00:05:53.546,250.0,,2024-07-28 00:05:53.550,2024-07-28 00:05:53.550,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,333afc25-a5e3-4b2f-9f60-6b581388cca1,
2024-07-26 22:26:05.813,250.0,,2024-07-26 22:26:05.815,2024-07-26 22:26:05.815,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,b08cc9ab-99f1-400c-a1d2-5706e8b45241,
2024-08-04 01:23:23.222,250.0,,2024-08-04 01:23:23.227,2024-08-04 01:23:23.227,,,UTC-0700,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,96efde6e-6525-433f-81e1-e118e9b9f464,
2024-08-04 01:23:24.118,250.0,,2024-08-04 01:23:24.126,2024-08-04 01:23:24.126,,,UTC-0700,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,9777a277-44a3-4c73-ad66-d88784766518,
2024-08-04 01:23:24.968,250.0,,2024-08-04 01:23:24.969,2024-08-04 01:23:24.969,,,UTC-0700,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,830b6f16-586d-4347-87ec-18ab8056df13,
2024-08-04 01:23:25.788,250.0,,2024-08-04 01:23:25.793,2024-08-04 01:23:25.793,,,UTC-0700,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,1e8291cd-2d7b-442a-9f18-c70acc921f7a,
2024-08-04 01:23:26.738,250.0,,2024-08-04 01:23:26.741,2024-08-04 01:23:26.741,,,UTC-0700,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,b85d6535-f18b-4349-973c-0b23b0429bcd,
2024-08-04 01:23:28.249,250.0,,2024-08-04 01:23:28.253,2024-08-04 01:23:28.253,,,UTC-0700,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,8a706236-7bdc-49d9-89e5-76ad43a5d915,
2024-08-05 16:47:35.861,250.0,,2024-08-05 16:47:35.864,2024-08-05 16:47:35.864,,,UTC-0700,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,8cf9245f-0d98-483e-ae72-26b3bd913613,
2024-08-06 20:06:07.042,250.0,,2024-08-06 20:06:07.042,2024-08-06 20:06:07.042,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,7102bde4-4c41-471a-a17a-6b7a89d3b0db,
2024-08-06 20:06:09.500,250.0,,2024-08-06 20:06:09.507,2024-08-06 20:06:09.507,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,60ed0b52-7a3e-4ba2-a081-ffdbce6d82f4,
2024-08-07 02:37:20.007,250.0,,2024-08-07 02:37:20.008,2024-08-07 02:37:20.008,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,5c05144c-0038-4443-bd14-8b3a30da6d20,
2024-08-07 02:37:20.888,250.0,,2024-08-07 02:37:20.888,2024-08-07 02:37:20.888,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,72605f8f-0ff8-4fdf-999d-bf02c1d1293b,
2024-08-06 20:06:04.876,250.0,,2024-08-06 20:06:04.877,2024-08-06 20:06:04.877,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,594b288a-b68b-495d-9154-cd59da926e52,
2024-08-06 20:06:06.120,250.0,,2024-08-06 20:06:06.150,2024-08-06 20:06:06.150,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,0a832ef9-36c3-474a-a78f-67142b61336f,
2024-08-11 00:12:50.537,250.0,,2024-08-11 00:12:50.538,2024-08-11 00:12:50.538,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,78c4c2e2-fdec-49a1-b7e5-5f0a6f3f1be5,
2024-08-11 00:12:52.127,250.0,,2024-08-11 00:12:52.133,2024-08-11 00:12:52.133,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,8c49953d-af12-4e11-b371-1aa4c5721b2d,
2024-08-11 00:12:53.894,250.0,,2024-08-11 00:12:53.895,2024-08-11 00:12:53.895,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,0075391b-f502-41b0-9081-74aa0bc996c2,
2024-08-11 03:07:54.699,250.0,,2024-08-11 03:07:54.700,2024-08-11 03:07:54.700,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,9316e12d-a7f7-420a-a78b-14c674468354,
2024-08-11 04:44:18.604,250.0,,2024-08-11 04:44:18.605,2024-08-11 04:44:18.605,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,bd47f32a-80ca-4047-ae6b-d02d90bc561a,
2024-08-12 16:17:22.606,250.0,,2024-08-12 16:17:22.607,2024-08-12 16:17:22.607,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,5f57b92d-f076-488d-a33a-9d5c1ceb129a,
2024-08-12 19:42:50.080,250.0,,2024-08-12 19:42:50.085,2024-08-12 19:42:50.085,,,UTC-0700,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,18a3b7e1-3880-48aa-a3a4-1946714309d3,
2024-08-12 19:42:51.160,250.0,,2024-08-12 19:42:51.162,2024-08-12 19:42:51.162,,,UTC-0700,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,caec72a2-58a6-49ba-8a09-d0ca1b8d3ef7,
2024-08-15 09:55:09.106,250.0,,2024-08-15 09:55:09.107,2024-08-15 09:55:09.107,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,6d99641a-365a-4cf3-9a49-a15122a4b73c,
2024-08-15 06:02:43.665,250.0,,2024-08-15 06:02:43.666,2024-08-15 06:02:43.666,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,0c536e28-a524-467a-8a85-be749a84635a,
2024-08-15 06:02:44.560,250.0,,2024-08-15 06:02:44.565,2024-08-15 06:02:44.565,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,516e1ed0-e16d-461a-944c-978bf3c66849,
2024-08-20 18:18:51.005,250.0,,2024-08-20 18:18:51.011,2024-08-20 18:18:51.011,,,UTC-0700,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,ce926dcd-f85d-464c-93ae-5565865cea58,
2024-09-03 18:33:07.629,250.0,,2024-09-03 18:33:07.633,2024-09-03 18:33:07.633,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,8f1a1daa-1cf3-48b7-b41c-cafdfb771739,
2024-09-03 19:16:45.762,250.0,,2024-09-03 19:16:45.763,2024-09-03 19:16:45.763,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,2731a23a-349e-4831-bfec-f921a4ab8b30,
2024-09-03 20:21:10.987,250.0,,2024-09-03 20:21:10.988,2024-09-03 20:21:10.988,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,67ad0f72-477e-4286-ac99-afef6b6b292d,
2024-09-03 22:03:46.031,250.0,,2024-09-03 22:03:46.032,2024-09-03 22:03:46.032,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,e699cfef-3c8c-4e7b-a468-6900a1adbcb5,
2024-09-03 22:03:49.123,250.0,,2024-09-03 22:03:49.124,2024-09-03 22:03:49.124,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,679a2cf8-60c8-4a55-9fe5-cf7bf1805481,
2024-09-04 03:43:41.829,250.0,,2024-09-04 03:43:41.835,2024-09-04 03:43:41.835,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,6a2952bc-e259-4bcb-8798-af96f2132252,
2024-09-04 03:43:44.047,250.0,,2024-09-04 03:43:44.048,2024-09-04 03:43:44.048,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,2f21c534-ee97-4aff-9525-33cc2edd8b33,
2024-09-09 05:50:10.394,250.0,,2024-09-09 05:50:10.397,2024-09-09 05:50:10.397,,,UTC-0700,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,a552d1d7-cf3d-4b99-8966-356880c3a47f,
2024-09-09 05:50:11.353,250.0,,2024-09-09 05:50:11.359,2024-09-09 05:50:11.359,,,UTC-0700,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,aca06691-2a92-4fbf-958e-b105b03fdbd4,
2024-09-09 05:50:12.439,250.0,,2024-09-09 05:50:12.442,2024-09-09 05:50:12.442,,,UTC-0700,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,aaeacb81-1920-48d7-9ecc-431999ca83fd,
2024-09-09 05:50:14.156,250.0,,2024-09-09 05:50:14.159,2024-09-09 05:50:14.159,,,UTC-0700,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,ff211200-0d23-4ec3-bb07-a506f752c4d6,
2024-09-10 02:33:42.063,250.0,,2024-09-10 02:33:42.067,2024-09-10 02:33:42.067,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,4bf2e333-d6ea-4eb7-ac55-3a861575d15d,
2024-09-10 02:33:43.463,250.0,,2024-09-10 02:33:43.464,2024-09-10 02:33:43.464,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,66a4b8c7-37fe-4f51-9e45-693efde3fae7,
2024-09-10 02:33:44.268,250.0,,2024-09-10 02:33:44.269,2024-09-10 02:33:44.269,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,bb7bfa76-ccee-4a8c-aa21-4264952c21a8,
2024-09-10 02:33:45.098,250.0,,2024-09-10 02:33:45.100,2024-09-10 02:33:45.100,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,a433c6d3-c30e-4004-af98-cfd6f904b4ea,
2024-09-10 02:33:45.833,250.0,,2024-09-10 02:33:45.834,2024-09-10 02:33:45.834,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,1249e12a-6ecf-4f23-985f-0db020d68e04,
2024-09-10 19:41:19.142,250.0,,2024-09-10 19:41:19.145,2024-09-10 19:41:19.145,,,UTC-0700,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,c7fc0493-91ab-4fc0-9734-ef363fa4c30d,
2024-09-10 19:41:42.073,250.0,,2024-09-10 19:41:42.103,2024-09-10 19:41:42.103,,,UTC-0700,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,6d951037-429a-481e-b747-943838993e2f,
2024-09-10 19:41:42.777,250.0,,2024-09-10 19:41:42.784,2024-09-10 19:41:42.784,,,UTC-0700,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,d95b7cb8-dbd9-4d5c-99a0-0f9135c33a5e,
2024-09-10 19:41:43.323,250.0,,2024-09-10 19:41:43.338,2024-09-10 19:41:43.338,,,UTC-0700,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,bd5eeac3-df2a-4f19-b09e-6eb972cc3f63,
2024-09-10 19:41:44.045,250.0,,2024-09-10 19:41:44.052,2024-09-10 19:41:44.052,,,UTC-0700,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,e1345d89-0769-411d-b5f7-9b2bde1131af,
2024-09-10 19:41:44.749,250.0,,2024-09-10 19:41:44.755,2024-09-10 19:41:44.755,,,UTC-0700,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,a787c1c3-02e9-4d98-88a2-2b3f3df7d293,
2024-09-10 19:41:45.715,250.0,,2024-09-10 19:41:45.726,2024-09-10 19:41:45.726,,,UTC-0700,3sHRV5oxWU,250.0,,com.sec.android.app.shealth,b9ecab45-a781-48f9-bf06-3b629f6aad3d,
2024-09-11 18:51:01.444,250.0,,2024-09-11 18:51:01.445,2024-09-11 18:51:01.445,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,eecd1a13-f2d5-4340-8891-bd961308d85f,
2024-09-11 18:51:02.463,250.0,,2024-09-11 18:51:02.467,2024-09-11 18:51:02.467,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,187b1464-7668-4cfb-8cea-153af1fe85da,
2024-09-11 18:51:04.664,250.0,,2024-09-11 18:51:04.667,2024-09-11 18:51:04.667,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,f1e8bc3b-91e2-418c-b7af-eac6a3525002,
2024-09-11 18:51:05.978,250.0,,2024-09-11 18:51:05.983,2024-09-11 18:51:05.983,,,UTC-0700,b4nSrpWupN,250.0,,com.sec.android.app.shealth,59202aa5-53d5-4d76-9323-e9163eb5b855,
